q_id,label,given,family,gnd,instance_of,birth,death,dewiki_url,has_dewiki,wikidata_url
Q132887032,Nadine Heimgartner,Nadine,Heimgartner,1116521342,Mensch,1990-01-01,,,False,https://www.wikidata.org/wiki/Q132887032
Q132887033,Theo Heimgartner,Theo,Heimgartner,1053966784,Mensch,1937-01-01,,,False,https://www.wikidata.org/wiki/Q132887033
Q132887035,Daniel Heller,Daniel,Heller,1141331985,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q132887035
Q132887036,Kaspar Andreas Hemmeler,Andreas,Hemmeler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887036
Q132887038,Elmar Hengartner,Elmar,Hengartner,172133661,Mensch,1938-01-01,,,False,https://www.wikidata.org/wiki/Q132887038
Q132887039,Armin Daniel Hermann,Daniel,Hermann,1213475376,Mensch,1937-01-01,,,False,https://www.wikidata.org/wiki/Q132887039
Q132887041,Wiebke S. Herrmann,,Herrmann,1089077319,Mensch,1971-01-01,,,False,https://www.wikidata.org/wiki/Q132887041
Q132887042,Godi Hertig,,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887042
Q132887043,Beni Herzog,Beni,Herzog,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887043
Q132887044,Heidi Herzog,Heidi,Herzog,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887044
Q132887045,Karl J. Herzog,,Herzog,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887045
Q132887046,Marianne Herzog,Marianne,Herzog,1080063935,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q132887046
Q132887048,Walter Herzog,Walter,Herzog,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887048
Q132887049,Heidi Hess,Heidi,Hess,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887049
Q132887051,Walter Hess,Walter,Hess,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887051
Q132887052,Manfred Hesse,Manfred,Hesse,1024149099,Mensch,1941-01-07,,,False,https://www.wikidata.org/wiki/Q132887052
Q132887053,Elisabeth Heuberger,Elisabeth,Heuberger,1173430075,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887053
Q132887054,Helmut Hillen,Helmut,Hillen,132374609,Mensch,1941-01-01,,,False,https://www.wikidata.org/wiki/Q132887054
Q132887056,Kai Hilpert,Kai,Hilpert,1068246510,Mensch,1968-01-01,,,False,https://www.wikidata.org/wiki/Q132887056
Q132887057,Q132887057,Dorothea,Hintermann,1334191301,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887057
Q132887058,Seraina Hintermann-Famos,,,1316832082,Mensch,1964-01-01,2024-01-01,,False,https://www.wikidata.org/wiki/Q132887058
Q132887059,Geri oder Gerhard Hirt,,Hirt,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887059
Q132887061,Ruth Hirt-Wyler,Ruth,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887061
Q132887062,Lorenz Höchli,Lorenz,,172144973,Mensch,1960-01-01,,,False,https://www.wikidata.org/wiki/Q132887062
Q132887063,Q132887063,Stefan,,1053132352,Mensch,1952-11-27,,,False,https://www.wikidata.org/wiki/Q132887063
Q132887064,Joseph Hochreuter,Joseph,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887064
Q132887066,Stefanie Hochreuter,Stefanie,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887066
Q132887067,Urs Hochstrasser,Urs,Hochstrasser,142308455,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887067
Q132887068,Peter Hochuli,Peter,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887068
Q132887069,Rene Hochuli,Rene,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887069
Q132887070,Heinz Hoegger,Heinz,Hoegger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887070
Q132887072,Tim Hoessly,Tim,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887072
Q132887075,Roman Hofer,Roman,Hofer,120119560,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q132887075
Q132887076,Rudolf Hofer,Rudolf,Hofer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887076
Q132887077,Jürgen Hoffmann,Jürgen,Hoffmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887077
Q132887078,Martin Hoffmann,Martin,Hoffmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887078
Q132887079,Jennifer Hofmann,Jennifer,Hofmann,1081141336,Mensch,1984-01-01,,,False,https://www.wikidata.org/wiki/Q132887079
Q132887081,Peter Hofmann,Peter,Hofmann,136488862,Mensch,1946-01-01,,,False,https://www.wikidata.org/wiki/Q132887081
Q132887082,Martin Hohermuth,Martin,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887082
Q132887083,Franziska Hohl,Franziska,Hohl,1126994030,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887083
Q132887084,Hans Holenstein,Hans,Holenstein,135818923,Mensch,1923-12-19,2020-10-04,,False,https://www.wikidata.org/wiki/Q132887084
Q132887086,Q132887086,David,Hollenstein,1070106771,Mensch,1979-01-01,,,False,https://www.wikidata.org/wiki/Q132887086
Q132887087,Christoph Holliger,Christoph,Holliger,109027758X,Mensch,1949-01-01,,,False,https://www.wikidata.org/wiki/Q132887087
Q132887088,Markus Holliger,Markus,Holliger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887088
Q132887090,Tobias Holzer,Tobias,Holzer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887090
Q132887092,Barbara Honegger,Barbara,Honegger,1136092382,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887092
Q132887093,Fabiola Hope,Fabiola,Hope,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887093
Q132887094,Kathy Horisberger,Kathy,Horisberger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887094
Q132887095,Anita Sophia Horn,Anita,Horn,1051389623,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887095
Q132887096,Hugo Hostettler,Hugo,Hostettler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887096
Q132887099,Thomas Hostettler,Thomas,Hostettler,1107023203,Mensch,1946-01-01,,,False,https://www.wikidata.org/wiki/Q132887099
Q132887100,Hans-Ruedi Hottiger,Hans-Ruedi,Hottiger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887100
Q132887101,Jonas Hottiger,Jonas,Hottiger,127710414X,Mensch,1985-01-01,,,False,https://www.wikidata.org/wiki/Q132887101
Q132887102,Vroni Hottiger,Vroni,Hottiger,1070172421,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887102
Q132887103,Christoph Huber,Christoph,Huber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887103
Q132887104,Karl Huber,Karl,Huber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887104
Q132887105,Roman Huber,Roman,Huber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887105
Q132887106,Sarah Huber,Sarah,Huber,1270592521,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887106
Q132887107,Viola Huber,Viola,Huber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887107
Q132887108,Werner Huber-Schmid,Werner,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887108
Q132887109,Henk Hübscher,Henk,Hübscher,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887109
Q132887111,Martin Hufschmid,Martin,Hufschmid,138781877,Mensch,1954-01-01,,,False,https://www.wikidata.org/wiki/Q132887111
Q132887112,Heinz Hug,Heinz,Hug,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887112
Q132887114,Rudolf Hug,Rudolf,Hug,1070582875,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q132887114
Q132887115,Walter Hugentobler,Walter,Hugentobler,109776046,Mensch,1948-02-15,2021-12-02,,False,https://www.wikidata.org/wiki/Q132887115
Q132887116,Martin Hug-Küffer,Martin,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887116
Q132887117,Pascal Hügli,Pascal,Hügli,1201327873,Mensch,1990-01-01,,,False,https://www.wikidata.org/wiki/Q132887117
Q132887118,Daniel Humbel,Daniel,Humbel,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887118
Q132887119,Fabian Humbel,Fabian,Humbel,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887119
Q132887121,Urs Humbel,Urs,Humbel,1188633333,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887121
Q132887123,Lukas Humm,Lukas,Humm,1149826401,Mensch,1980-01-01,,,False,https://www.wikidata.org/wiki/Q132887123
Q132887124,Hans Peter Hungerbühler,Hans Peter,Hungerbühler,116909466X,Mensch,1954-01-01,,,False,https://www.wikidata.org/wiki/Q132887124
Q132887125,Fritz Hunkeler,Fritz,Hunkeler,1072534959,Mensch,1951-01-01,,,False,https://www.wikidata.org/wiki/Q132887125
Q132887126,Walter Hunkeler,Walter,Hunkeler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887126
Q132887127,Daniela Hunziker,Daniela,Hunziker,1116524481,Mensch,1983-01-01,,,False,https://www.wikidata.org/wiki/Q132887127
Q132887129,Michael Hunziker,Michael,Hunziker,173119085,Mensch,1965-01-01,,,False,https://www.wikidata.org/wiki/Q132887129
Q132887130,Sarah Hunziker,Sarah,Hunziker,1265587159,Mensch,2005-01-01,,,False,https://www.wikidata.org/wiki/Q132887130
Q132887131,Philipp Husistein,Philipp,,1118859375,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887131
Q132887132,Emil Hüsser,Emil,Hüsser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887132
Q132887134,Linus Hüsser,Linus,Hüsser,1076097588,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q132887134
Q132887135,Marco Hüttenmoser,Marco,,1144512468,Mensch,1942-01-01,,,False,https://www.wikidata.org/wiki/Q132887135
Q132887136,Corinne Huwiler,Corinne,Huwiler,1327472945,Mensch,1987-01-01,,,False,https://www.wikidata.org/wiki/Q132887136
Q132887137,Kurt Huwiler,Kurt,Huwiler,124008585,Mensch,1926-01-01,2006-01-01,,False,https://www.wikidata.org/wiki/Q132887137
Q132887958,Michael Hunziker,Michael,Hunziker,1020514647,Mensch,1981-01-01,,,False,https://www.wikidata.org/wiki/Q132887958
Q132888487,Sandra Iglesias,Sandra,Iglesias,1064188192,Mensch,1982-01-01,,,False,https://www.wikidata.org/wiki/Q132888487
Q132888489,Maria Imhof-Müller,Maria,,114833427,Mensch,1938-01-01,,,False,https://www.wikidata.org/wiki/Q132888489
Q132888490,Julia Maria Imhoof,,Imhoof,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888490
Q132888491,Elisabeth Indermühle,Elisabeth,Indermühle,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888491
Q132888492,Walter Iseli,Walter,Iseli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888492
Q132888494,Reto Jäger,Reto,Jäger,170389987,Mensch,1949-01-01,,,False,https://www.wikidata.org/wiki/Q132888494
Q132888495,Paul Jäggi,Paul,Jäggi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888495
Q132888496,Stefan Jäggi,Stefan,Jäggi,1175108219,Mensch,1966-01-01,,,False,https://www.wikidata.org/wiki/Q132888496
Q132888497,Willi Jäggi,Willi,Jäggi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888497
Q132888499,Martin Jakob,Martin,Jakob,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888499
Q132888500,Peter Jann,Peter,Jann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888500
Q132888501,Aleksander Jauk,Aleksander,Jauk,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888501
Q132888502,Michel Jaussi,Michel,,1126761249,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888502
Q132888503,Peter Jean-Richard,Peter,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888503
Q132888504,Bruno Jegge-Meng,Bruno,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888504
Q132888505,Q132888505,,Jeker,1289279780,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888505
Q132888506,Thomas Jenelten,Thomas,,112351050,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q132888506
Q132888507,Johannes Jenny,Johannes,Jenny,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888507
Q132888508,Leandra Jordi,Leandra,Jordi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888508
Q132888510,Walter Jucker,Walter,Jucker,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888510
Q132888511,Cornelia Junghanss,Cornelia,Junghanss,1124947582,Mensch,1987-01-01,,,False,https://www.wikidata.org/wiki/Q132888511
Q132888512,Irena Jurinak,Irena,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132888512
Q132891578,Daniel Käch,Daniel,Käch,13239264X,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891578
Q132891580,Hanni Käch,Hanni,Käch,128468998,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891580
Q132891582,Kafka Kaya,,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891582
Q132891583,Ursula Kahi,Ursula,Kahi,1046876600,Mensch,1967-01-01,,,False,https://www.wikidata.org/wiki/Q132891583
Q132891585,Thomas Kähr,Thomas,Kähr,1341759180,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891585
Q132891587,Benno Kaiser,Benno,Kaiser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891587
Q132891588,René Kaiser,René,Kaiser,1186735775,Mensch,1954-01-01,,,False,https://www.wikidata.org/wiki/Q132891588
Q132891590,Ferdi Kaiser-Rohr,,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891590
Q132891591,Simon Kalberer,Simon,Kalberer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891591
Q132891598,Roman Kalchofner,Roman,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891598
Q132891600,Raphael Kalt,Raphael,Kalt,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891600
Q132891602,Susanne Kammer,Susanne,Kammer,1352215667,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891602
Q132891603,Lukas Kammermann,Lukas,Kammermann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891603
Q132891605,Othmar Käppeli,Othmar,Käppeli,1027288235,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891605
Q132891607,Sara Käser,Sara,Käser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891607
Q132891609,Fridolin Kaspar,Fridolin,Kaspar,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891609
Q132891610,Heinz Kasper,Heinz,Kasper,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891610
Q132891611,Jakob Kaufmann,Jakob,Kaufmann,138207968,Mensch,1928-01-01,,,False,https://www.wikidata.org/wiki/Q132891611
Q132891616,René Kaufmann,René,Kaufmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891616
Q132891618,Tabea Kaufmann,Tabea,Kaufmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891618
Q132891620,Hans Kaufmann-Stalder,Hans,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891620
Q132891621,Zara Keane,Zara,Keane,1135992177,Mensch,1978-01-01,,,False,https://www.wikidata.org/wiki/Q132891621
Q132891623,Lena Keil,Lena,Keil,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891623
Q132891625,Petra Kelch,Petra,Kelch,129850608,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q132891625
Q132891626,Hans Kellenberger,Hans,Kellenberger,1300480297,Mensch,1946-01-01,,,False,https://www.wikidata.org/wiki/Q132891626
Q132891628,Q132891628,Darja,Keller,1279331496,Mensch,1994-01-01,,,False,https://www.wikidata.org/wiki/Q132891628
Q132891631,Hans Keller,Hans,Keller,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891631
Q132891636,Hanspeter Keller,Hanspeter,Keller,1264575106,Mensch,1924-03-18,,,False,https://www.wikidata.org/wiki/Q132891636
Q132891638,Hubert Keller,Hubertus,Keller,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891638
Q132891640,Jeremias Keller,Jeremias,Keller,1326924966,Mensch,1986-01-01,,,False,https://www.wikidata.org/wiki/Q132891640
Q132891641,Margrit Keller,Margrit,Keller,142916854,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891641
Q132891643,Werner Keller,Werner,Keller,1057237981,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891643
Q132891645,Jacqueline Keller-Werder,Jacqueline,,1233315269,Mensch,1962-01-01,,,False,https://www.wikidata.org/wiki/Q132891645
Q132891647,Gregor Keusch,Gregor,Keusch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891647
Q132891648,Linus Keusch,Linus,Keusch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891648
Q132891650,Markus Keusch,Markus,Keusch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891650
Q132891653,Marcel Kim,Marcel,Kim,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891653
Q132891655,Philipp Kim,Philipp,Kim,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891655
Q132891656,André Kirchhofer,André,Kirchhofer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891656
Q132891658,Michael Klauser,Michael,Klauser,1355235979,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891658
Q132891660,Miles Kleeb,Miles,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891660
Q132891662,Peter Kleiner,Peter,Kleiner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891662
Q132891664,Markus Klemm,Markus,Klemm,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891664
Q132891666,Emil Klingelfuss,Emil,,1060846144,Mensch,1917-01-01,1995-01-01,,False,https://www.wikidata.org/wiki/Q132891666
Q132891667,Marianne Klöti-Weber,Marianne,,1288188927,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q132891667
Q132891672,Joy Knecht,Joy,Knecht,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891672
Q132891674,Philipp Knecht,Philipp,Knecht,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891674
Q132891675,Nicole Knörr,Nicole,Knörr,116025690X,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891675
Q132891676,Felix Knüsel,Felix,Knüsel,1089773994,Mensch,1966-01-01,,,False,https://www.wikidata.org/wiki/Q132891676
Q132891677,Alfred Koch,Alfred,Koch,1321540701,Mensch,1936-01-01,,,False,https://www.wikidata.org/wiki/Q132891677
Q132891679,Heinz Koch,Heinz,Koch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891679
Q132891680,Irene Koch,Irene,Koch,1339095610,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891680
Q132891681,Jules Koch,Jules,Koch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891681
Q132891682,René Koch,René,Koch,134911113,Mensch,1956-01-01,,,False,https://www.wikidata.org/wiki/Q132891682
Q132891684,Martin Köchli,Martin,Köchli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891684
Q132891685,Adrian Kohler,Adrian,Kohler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891685
Q132891686,Inge Kohler,Inge,Kohler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891686
Q132891687,Joachim Köhn-Bamert,Joachim,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891687
Q132891688,David Koller,David,Koller,1233298615,Mensch,1977-01-01,,,False,https://www.wikidata.org/wiki/Q132891688
Q132891689,Regula Konrad,Regula,Konrad,131534327,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891689
Q132891690,Hans-Dietmar Köppel,,Köppel,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891690
Q132891691,Tobias Krähenbühl,Tobias,Krähenbühl,1159535248,Mensch,1973-01-01,,,False,https://www.wikidata.org/wiki/Q132891691
Q132891692,Gabriel Kramer,Gabriel,Kramer,13291770X,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q132891692
Q132891693,Franz Kretz,Franz,Kretz,1267859741,Mensch,1930-12-25,,,False,https://www.wikidata.org/wiki/Q132891693
Q132891694,Albert Kreyenbühl,Albert,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891694
Q132891695,Jarmila Kriz,Jarmila,Kriz,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891695
Q132891696,Thomas Kron,Thomas,Kron,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891696
Q132891697,Arthur Kuhn,Arthur,Kuhn,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891697
Q132891698,Eva Kuhn,Eva,Kuhn,1029757585,Mensch,1979-01-01,,,False,https://www.wikidata.org/wiki/Q132891698
Q132891699,Felix Kuhn,Felix,Kuhn,1232274291,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q132891699
Q132891700,Ralph Kühne,Ralph,Kühne,1233234048,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891700
Q132891701,Markus Kunckler,Markus,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891701
Q132891702,Christoph Küng,Christoph,Küng,129481696,Mensch,1977-01-01,,,False,https://www.wikidata.org/wiki/Q132891702
Q132891703,Hans Georg Kuny,Hans Georg,Kuny,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891703
Q132891705,Christin M. Kunz,Christin,Kunz,172201535,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891705
Q132891706,Doris Kunz-Heim,Doris,,12355490X,Mensch,1958-01-01,,,False,https://www.wikidata.org/wiki/Q132891706
Q132891707,Stefan Künzli,Stefan,Künzli,1243556196,Mensch,1962-01-14,,,False,https://www.wikidata.org/wiki/Q132891707
Q132891708,Reto Kupferschmid,Reto,Kupferschmid,138631662,Mensch,1972-01-01,,,False,https://www.wikidata.org/wiki/Q132891708
Q132891709,Fridolin Kurmann,Fridolin,,1114831360,Mensch,1947-01-01,,,False,https://www.wikidata.org/wiki/Q132891709
Q132891710,Chregu S. Kyburz,,Kyburz,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132891710
Q132891711,Jörg Kyburz,Jörg,Kyburz,1022873636,Mensch,1962-01-01,,,False,https://www.wikidata.org/wiki/Q132891711
Q132918566,Benno Tuchschmid,Benno,Tuchschmid,1198432314,Mensch,1985-01-01,,,False,https://www.wikidata.org/wiki/Q132918566
Q132925326,Stefan Muntwyler,Stefan,,1068733594,Mensch,1954-01-01,,,False,https://www.wikidata.org/wiki/Q132925326
Q132925779,Thomas Lindauer,Thomas,Lindauer,138358540,Mensch,,,,False,https://www.wikidata.org/wiki/Q132925779
Q132928052,Tarcisius Schelbert,,Schelbert,1089375158,Mensch,1940-01-01,,,False,https://www.wikidata.org/wiki/Q132928052
Q132951957,Gabriele Stemmer Obrist,Gabriele,Stemmer,1024115038,Mensch,1960-01-01,,,False,https://www.wikidata.org/wiki/Q132951957
Q132952296,Jonathan Zimmerli,Jonathan,Zimmerli,1118875508,Mensch,1981-01-01,,,False,https://www.wikidata.org/wiki/Q132952296
Q132970377,Hans Vogel,Hans,Vogel,131930931,Mensch,1948-01-01,,,False,https://www.wikidata.org/wiki/Q132970377
Q132972033,Franz-Toni Schallberger,,Schallberger,123769469,Mensch,1945-01-01,,,False,https://www.wikidata.org/wiki/Q132972033
