q_id,label,given,family,gnd,instance_of,birth,death,dewiki_url,has_dewiki,wikidata_url
Q1658217,Stephan Leimgruber,Stephan,Leimgruber,12165382X,Mensch,1948-10-13,,https://de.wikipedia.org/wiki/Stephan_Leimgruber,True,https://www.wikidata.org/wiki/Q1658217
Q166395,Robert Hunger-Bühler,Robert,Hunger,123282675,Mensch,1953-05-07,,https://de.wikipedia.org/wiki/Robert_Hunger-B%C3%BChler,True,https://www.wikidata.org/wiki/Q166395
Q16657488,Thomas Strässle,Thomas,Strässle,137055900,Mensch,1972-04-13,,https://de.wikipedia.org/wiki/Thomas_Str%C3%A4ssle,True,https://www.wikidata.org/wiki/Q16657488
Q1671819,Victor Hermann Umbricht,Victor,Umbricht,1069179906,Mensch,1915-10-25,1988-07-14,https://de.wikipedia.org/wiki/Victor_Hermann_Umbricht,True,https://www.wikidata.org/wiki/Q1671819
Q1673647,Isabelle Stamm,Isabelle,Stamm,134275683,Mensch,1977-03-19,,https://de.wikipedia.org/wiki/Isabelle_Stamm,True,https://www.wikidata.org/wiki/Q1673647
Q167505,Johann Melchior Gletle,Melchior,,11869538X,Mensch,1626-07-01,1683-09-06,https://de.wikipedia.org/wiki/Johann_Melchior_Gletle,True,https://www.wikidata.org/wiki/Q167505
Q1684908,Jean-Jacques Dünki,Jean-Jacques,Dünki,103966846,Mensch,1948-02-28,,https://de.wikipedia.org/wiki/Jean-Jacques_D%C3%BCnki,True,https://www.wikidata.org/wiki/Q1684908
Q1685480,Jean Deroc,Jean,,123901960,Mensch,1925-05-05,2015-12-30,https://de.wikipedia.org/wiki/Jean_Deroc,True,https://www.wikidata.org/wiki/Q1685480
Q16867367,Virgilio Masciadri,Virgilio,Masciadri,12102007X,Mensch,1963-11-23,2014-05-08,https://de.wikipedia.org/wiki/Virgilio_Masciadri,True,https://www.wikidata.org/wiki/Q16867367
Q1687011,Ursula Pia Jauch,Ursula,Jauch,121061302,Mensch,1959-03-16,,https://de.wikipedia.org/wiki/Ursula_Pia_Jauch,True,https://www.wikidata.org/wiki/Q1687011
Q16937500,Sonja Feldmeier,Sonja,Feldmeier,121785068,Mensch,1965-03-05,,https://de.wikipedia.org/wiki/Sonja_Feldmeier,True,https://www.wikidata.org/wiki/Q16937500
Q1696026,Johann Rudolf Meyer,Johann,Meyer,104073497,Mensch,1791-03-06,1833-11-06,https://de.wikipedia.org/wiki/Johann_Rudolf_Meyer_(Schriftsteller),True,https://www.wikidata.org/wiki/Q1696026
Q16980190,Agnes Barmettler,Agnes,Barmettler,118652540,Mensch,1945-01-23,,https://de.wikipedia.org/wiki/Agnes_Barmettler,True,https://www.wikidata.org/wiki/Q16980190
Q1704067,Jos Nünlist,Jos,Nünlist,119230704,Mensch,1936-05-17,2013-09-27,https://de.wikipedia.org/wiki/Jos_N%C3%BCnlist,True,https://www.wikidata.org/wiki/Q1704067
Q1716933,Jürg Stüssi-Lauterburg,Jürg,Lauterburg,123173922,Mensch,1954-03-04,,https://de.wikipedia.org/wiki/J%C3%BCrg_St%C3%BCssi-Lauterburg,True,https://www.wikidata.org/wiki/Q1716933
Q1727263,Paul Haller,Paul,Haller,119041952,Mensch,1882-07-13,1920-03-10,https://de.wikipedia.org/wiki/Paul_Haller,True,https://www.wikidata.org/wiki/Q1727263
Q1728461,Patrik Müller,Patrik,Müller,132083809,Mensch,1975-02-25,,https://de.wikipedia.org/wiki/Patrik_M%C3%BCller,True,https://www.wikidata.org/wiki/Q1728461
Q1731949,Karl Kloter,Karl,Kloter,124800602,Mensch,1911-09-30,2002-08-13,https://de.wikipedia.org/wiki/Karl_Kloter,True,https://www.wikidata.org/wiki/Q1731949
Q1736625,Katja Gentinetta,Katja,,123367875,Mensch,1968-01-01,,https://de.wikipedia.org/wiki/Katja_Gentinetta,True,https://www.wikidata.org/wiki/Q1736625
Q1738110,Kejnu,,,1048229785,Musikgruppe,,,https://de.wikipedia.org/wiki/Kejnu,True,https://www.wikidata.org/wiki/Q1738110
Q17736400,Alfred Bossard,Alfred,Bossard,,Mensch,1956-12-02,,https://de.wikipedia.org/wiki/Alfred_Bossard,True,https://www.wikidata.org/wiki/Q17736400
Q1793590,Kurt Guggenheim,Kurt,Guggenheim,118543393,Mensch,1896-01-14,1983-12-05,https://de.wikipedia.org/wiki/Kurt_Guggenheim,True,https://www.wikidata.org/wiki/Q1793590
Q1827080,Linus Reichlin,Linus,Reichlin,121285685,Mensch,1957-06-09,,https://de.wikipedia.org/wiki/Linus_Reichlin,True,https://www.wikidata.org/wiki/Q1827080
Q18415916,Rainer Bressler,Rainer,Bressler,120592479,Mensch,1945-12-03,,https://de.wikipedia.org/wiki/Rainer_Bressler,True,https://www.wikidata.org/wiki/Q18415916
Q18630424,Sabian Baumann,Sabina,Baumann,120391120,Mensch,1962-06-19,,https://de.wikipedia.org/wiki/Sabian_Baumann,True,https://www.wikidata.org/wiki/Q18630424
Q18683259,Karl W. Haltiner,Karl,Haltiner,121171159,Mensch,1946-09-03,,https://de.wikipedia.org/wiki/Karl_W._Haltiner,True,https://www.wikidata.org/wiki/Q18683259
Q18683292,Isabel Peterhans,Isabel,Peterhans,1052642063,Mensch,1986-05-28,,https://de.wikipedia.org/wiki/Isabel_Peterhans,True,https://www.wikidata.org/wiki/Q18683292
Q1876607,Luise Egloff,Luise,Egloff,104060972,Mensch,1802-02-14,1834-01-03,https://de.wikipedia.org/wiki/Luise_Egloff,True,https://www.wikidata.org/wiki/Q1876607
Q18916658,Anna Rothpletz,Anna,Rothpletz,116641509,Mensch,1786-12-25,1841-03-14,https://de.wikipedia.org/wiki/Anna_Rothpletz,True,https://www.wikidata.org/wiki/Q18916658
Q1895385,Margot S. Baumann,Margot,Baumann,12867668X,Mensch,1964-10-28,,https://de.wikipedia.org/wiki/Margot_S._Baumann,True,https://www.wikidata.org/wiki/Q1895385
Q1895461,Margrit Schriber,Margrit,Schriber,119018349,Mensch,1939-06-04,,https://de.wikipedia.org/wiki/Margrit_Schriber,True,https://www.wikidata.org/wiki/Q1895461
Q1901812,Markus Somm,Markus,Somm,137414781,Mensch,1965-03-16,,https://de.wikipedia.org/wiki/Markus_Somm,True,https://www.wikidata.org/wiki/Q1901812
Q1904941,Martin Schlumpf,Martin,Schlumpf,134711688,Mensch,1947-12-03,,https://de.wikipedia.org/wiki/Martin_Schlumpf,True,https://www.wikidata.org/wiki/Q1904941
Q1909905,Matthias Gnehm,Matthias,Gnehm,123817153,Mensch,1970-07-01,,https://de.wikipedia.org/wiki/Matthias_Gnehm,True,https://www.wikidata.org/wiki/Q1909905
Q1912432,Max E. Keller,Max,Keller,134593324,Mensch,1947-03-19,,https://de.wikipedia.org/wiki/Max_E._Keller,True,https://www.wikidata.org/wiki/Q1912432
Q1912961,Max Lienert,Max,Lienert,126629412,Mensch,1903-04-01,1964-06-29,https://de.wikipedia.org/wiki/Max_Lienert,True,https://www.wikidata.org/wiki/Q1912961
Q1912982,Max Lässer,Max,Lässer,134438108,Mensch,1950-09-27,,https://de.wikipedia.org/wiki/Max_L%C3%A4sser,True,https://www.wikidata.org/wiki/Q1912982
Q192108,DJ BoBo,Peter,Baumann,119446693,Mensch,1968-01-05,,https://de.wikipedia.org/wiki/DJ_BoBo,True,https://www.wikidata.org/wiki/Q192108
Q1928248,Michael Kohn,Michael,Kohn,170376567,Mensch,1925-12-23,2018-09-07,https://de.wikipedia.org/wiki/Michael_Kohn,True,https://www.wikidata.org/wiki/Q1928248
Q1929246,Michael Schneider,Michael,Schneider,135376580,Mensch,1964-09-06,,https://de.wikipedia.org/wiki/Michael_Schneider_(Komponist),True,https://www.wikidata.org/wiki/Q1929246
Q1944523,Monica Cantieni,Monica,Cantieni,143520237,Mensch,1965-03-09,,https://de.wikipedia.org/wiki/Monica_Cantieni,True,https://www.wikidata.org/wiki/Q1944523
Q19610209,Kurt Meyer,Kurt,Meyer,132250616,Mensch,1921-08-22,2017-03-07,"https://de.wikipedia.org/wiki/Kurt_Meyer_(Germanist,_1921)",True,https://www.wikidata.org/wiki/Q19610209
Q19959042,Wolfgang Bortlik,Wolfgang,,121590283,Mensch,1952-01-01,,https://de.wikipedia.org/wiki/Wolfgang_Bortlik,True,https://www.wikidata.org/wiki/Q19959042
Q2020560,Oliver Schnyder,Oliver,Schnyder,138020493,Mensch,1973-10-03,,https://de.wikipedia.org/wiki/Oliver_Schnyder,True,https://www.wikidata.org/wiki/Q2020560
Q2038184,Otto Basler,Otto,Basler,132054736,Mensch,1902-12-16,1984-07-12,https://de.wikipedia.org/wiki/Otto_Basler_(Literaturkritiker),True,https://www.wikidata.org/wiki/Q2038184
Q2039992,Otto Mittler,Otto,Mittler,1046355996,Mensch,1890-05-25,1970-10-30,https://de.wikipedia.org/wiki/Otto_Mittler,True,https://www.wikidata.org/wiki/Q2039992
Q2059395,Paul Ehinger,Paul,Ehinger,122628527,Mensch,1939-08-07,2022-11-03,https://de.wikipedia.org/wiki/Paul_Ehinger,True,https://www.wikidata.org/wiki/Q2059395
Q2061918,Paul Riniker,Paul,,1089383509,Mensch,1946-01-01,,https://de.wikipedia.org/wiki/Paul_Riniker,True,https://www.wikidata.org/wiki/Q2061918
Q2074883,Peter Fischli,Peter,Fischli,1116577100,Mensch,1947-01-01,,https://de.wikipedia.org/wiki/Peter_Fischli,True,https://www.wikidata.org/wiki/Q2074883
Q20750461,Rosemarie Keller,,Keller,121207641,Mensch,1937-07-09,,https://de.wikipedia.org/wiki/Rosemarie_Keller,True,https://www.wikidata.org/wiki/Q20750461
Q20750744,Franz August Stocker,August,Stocker,117261297,Mensch,1833-03-21,1892-10-19,https://de.wikipedia.org/wiki/Franz_August_Stocker,True,https://www.wikidata.org/wiki/Q20750744
Q2078246,Peter Schärli,Peter,Schärli,134639847,Mensch,1955-05-29,,https://de.wikipedia.org/wiki/Peter_Sch%C3%A4rli,True,https://www.wikidata.org/wiki/Q2078246
Q2079158,Peter Zeindler,Peter,Zeindler,120260255,Mensch,1934-02-18,2023-05-07,https://de.wikipedia.org/wiki/Peter_Zeindler,True,https://www.wikidata.org/wiki/Q2079158
Q20852919,Frank Powers,,,,Musikgruppe,,,https://de.wikipedia.org/wiki/Frank_Powers,True,https://www.wikidata.org/wiki/Q20852919
Q2086762,Philipp Gut,Philipp,Gut,134169948,Mensch,1971-11-21,,https://de.wikipedia.org/wiki/Philipp_Gut,True,https://www.wikidata.org/wiki/Q2086762
Q20890969,Paul König,Paul,König,123068762,Mensch,1933-01-01,2024-03-23,https://de.wikipedia.org/wiki/Paul_K%C3%B6nig_(Autor),True,https://www.wikidata.org/wiki/Q20890969
Q2091733,Gillian White,Gillian,White,138111456,Mensch,1939-06-20,2026-01-31,https://de.wikipedia.org/wiki/Gillian_White,True,https://www.wikidata.org/wiki/Q2091733
Q2093903,Pierre Stutz,Pierre,,115543325,Mensch,1953-01-01,,https://de.wikipedia.org/wiki/Pierre_Stutz,True,https://www.wikidata.org/wiki/Q2093903
Q21264439,Nada Boskovska,Nada,,113746008,Mensch,1959-01-01,,https://de.wikipedia.org/wiki/Nada_Bo%C5%A1kovska,True,https://www.wikidata.org/wiki/Q21264439
Q212889,Viktor Kortschnoi,Viktor,,118565605,Mensch,1931-03-23,2016-06-06,https://de.wikipedia.org/wiki/Viktor_Kortschnoi,True,https://www.wikidata.org/wiki/Q212889
Q2144738,René Lehner,René,Lehner,108913634X,Mensch,1955-04-03,,https://de.wikipedia.org/wiki/Ren%C3%A9_Lehner,True,https://www.wikidata.org/wiki/Q2144738
Q2144863,René Sommer,René,Sommer,115636404,Mensch,1954-04-02,,https://de.wikipedia.org/wiki/Ren%C3%A9_Sommer_(Schriftsteller),True,https://www.wikidata.org/wiki/Q2144863
Q21528856,Walter Thurnherr,Walter,Thurnherr,1293979392,Mensch,1963-07-11,,https://de.wikipedia.org/wiki/Walter_Thurnherr,True,https://www.wikidata.org/wiki/Q21528856
Q2158910,Robert Stäger,Robert,Donat,1045656666,Mensch,1902-06-19,1981-01-27,https://de.wikipedia.org/wiki/Robert_St%C3%A4ger,True,https://www.wikidata.org/wiki/Q2158910
Q2159870,Robin Rehmann,Robin,Rehmann,1141620804,Mensch,1981-01-21,,https://de.wikipedia.org/wiki/Robin_Rehmann,True,https://www.wikidata.org/wiki/Q2159870
Q2161776,Roger Liebi,Roger,Liebi,120288109,Mensch,1958-09-04,,https://de.wikipedia.org/wiki/Roger_Liebi,True,https://www.wikidata.org/wiki/Q2161776
Q2163586,Rolf Lappert,Rolf,Lappert,128824131,Mensch,1958-12-21,,https://de.wikipedia.org/wiki/Rolf_Lappert,True,https://www.wikidata.org/wiki/Q2163586
Q2172901,Rudolf Heinrich Weber,Rudolf,Weber,117170798,Mensch,1874-08-16,1920-08-03,https://de.wikipedia.org/wiki/Rudolf_Heinrich_Weber,True,https://www.wikidata.org/wiki/Q2172901
Q2174659,Ruedi Häusermann,Ruedi,Häusermann,132019485,Mensch,1948-12-05,,https://de.wikipedia.org/wiki/Ruedi_H%C3%A4usermann,True,https://www.wikidata.org/wiki/Q2174659
Q2177767,Ruth Schweikert,Ruth,Schweikert,120457504,Mensch,1964-07-15,2023-06-04,https://de.wikipedia.org/wiki/Ruth_Schweikert,True,https://www.wikidata.org/wiki/Q2177767
Q2202854,Rösy von Känel,Rösy,Von Känel,1044357711,Mensch,1895-01-23,1953-01-11,https://de.wikipedia.org/wiki/R%C3%B6sy_von_K%C3%A4nel,True,https://www.wikidata.org/wiki/Q2202854
Q2209634,Sabine Boss,Sabine,Boss,1090163401,Mensch,1966-01-01,,https://de.wikipedia.org/wiki/Sabine_Boss,True,https://www.wikidata.org/wiki/Q2209634
Q2218839,Samuel Schmid,Samuel,Schmid,117297859X,Mensch,1972-08-26,,"https://de.wikipedia.org/wiki/Samuel_Schmid_(Politiker,_1972)",True,https://www.wikidata.org/wiki/Q2218839
Q22582409,René Roca,René,Roca,124241069,Mensch,1961-01-01,,,False,https://www.wikidata.org/wiki/Q22582409
Q22582426,Anne-Marie Dubler,Anne-Marie,Dubler,1034621572,Mensch,1940-03-15,,https://de.wikipedia.org/wiki/Anne-Marie_Dubler,True,https://www.wikidata.org/wiki/Q22582426
Q2262621,Sebastian Bohren,Sebastian,Bohren,1073595447,Mensch,1987-01-01,,https://de.wikipedia.org/wiki/Sebastian_Bohren,True,https://www.wikidata.org/wiki/Q2262621
Q22674617,Andreas Steigmeier,Andreas,Steigmeier,120021862,Mensch,1962-01-01,,https://de.wikipedia.org/wiki/Andreas_Steigmeier,True,https://www.wikidata.org/wiki/Q22674617
Q2273864,Serpentine,,,,Mensch,1978-05-12,,https://de.wikipedia.org/wiki/Serpentine_(Musiker),True,https://www.wikidata.org/wiki/Q2273864
Q2286681,Silvia Bächli,Silvia,Bächli,118848917,Mensch,1956-03-16,,https://de.wikipedia.org/wiki/Silvia_B%C3%A4chli,True,https://www.wikidata.org/wiki/Q2286681
Q2288673,Sina,,Sina,1033771031,Mensch,1966-05-28,,https://de.wikipedia.org/wiki/Sina_(S%C3%A4ngerin),True,https://www.wikidata.org/wiki/Q2288673
Q2302792,Sophie Haemmerli-Marti,Sophie,,118700154,Mensch,1868-02-18,1942-04-19,https://de.wikipedia.org/wiki/Sophie_Haemmerli-Marti,True,https://www.wikidata.org/wiki/Q2302792
Q23059956,Walter Leimgruber,Walter,Leimgruber,122745108,Mensch,1959-01-01,,https://de.wikipedia.org/wiki/Walter_Leimgruber,True,https://www.wikidata.org/wiki/Q23059956
Q23060328,Tobias Wildi,Tobias,Wildi,124807941,Mensch,1973-01-01,,https://de.wikipedia.org/wiki/Tobias_Wildi,True,https://www.wikidata.org/wiki/Q23060328
Q23060463,Jonas Fricker,Jonas,Fricker,,Mensch,1977-03-30,,https://de.wikipedia.org/wiki/Jonas_Fricker,True,https://www.wikidata.org/wiki/Q23060463
Q23060694,Reto Gloor,Reto,Gloor,107890538X,Mensch,1962-11-17,2019-06-07,https://de.wikipedia.org/wiki/Reto_Gloor,True,https://www.wikidata.org/wiki/Q23060694
Q23062285,Guy Krneta,Guy,,124744001,Mensch,1964-03-24,,https://de.wikipedia.org/wiki/Guy_Krneta,True,https://www.wikidata.org/wiki/Q23062285
Q23062779,Georges Güntert,Georges,Güntert,120900319,Mensch,1938-06-27,,https://de.wikipedia.org/wiki/Georges_G%C3%BCntert,True,https://www.wikidata.org/wiki/Q23062779
Q23071468,Lisa Stauffer,Lisa,Stauffer,1099993040,Mensch,1931-01-14,2009-11-14,https://de.wikipedia.org/wiki/Lisa_Stauffer,True,https://www.wikidata.org/wiki/Q23071468
Q23071726,Jacques Knecht,Jacques,Knecht,1089364350,Mensch,1930-03-24,1988-07-29,https://de.wikipedia.org/wiki/Jacques_Knecht,True,https://www.wikidata.org/wiki/Q23071726
Q23415456,Yang Jing,,Yang,1064190537,Mensch,1960-01-01,,,False,https://www.wikidata.org/wiki/Q23415456
Q23639367,Erwin Rehmann,Erwin,Rehmann,132146088,Mensch,1921-11-27,2020-12-11,https://de.wikipedia.org/wiki/Erwin_Rehmann,True,https://www.wikidata.org/wiki/Q23639367
Q2369845,Susy Schmid,,Schmid,121463443,Mensch,1964-12-18,,https://de.wikipedia.org/wiki/Susy_Schmid,True,https://www.wikidata.org/wiki/Q2369845
Q23712127,Matthias Kälin,Matthias,Kälin,139353496,Mensch,1953-02-15,2008-09-01,,False,https://www.wikidata.org/wiki/Q23712127
Q23925792,Ulrich Weber,Ulrich,Weber,132760339,Mensch,1940-07-23,2015-04-09,https://de.wikipedia.org/wiki/Ulrich_Weber_(Autor),True,https://www.wikidata.org/wiki/Q23925792
Q24037841,Comaniac,,,,Musikgruppe,,,https://de.wikipedia.org/wiki/Comaniac,True,https://www.wikidata.org/wiki/Q24037841
Q24082649,Benjamin Engeli,Benjamin,Engeli,138565252,Mensch,1978-01-01,,https://de.wikipedia.org/wiki/Benjamin_Engeli,True,https://www.wikidata.org/wiki/Q24082649
Q2412879,The Monofones,,,,Musikgruppe,,,https://de.wikipedia.org/wiki/The_Monofones,True,https://www.wikidata.org/wiki/Q2412879
Q24228667,Stefan Hächler,Stefan,Hächler,1080883274,Mensch,1963-01-01,,,False,https://www.wikidata.org/wiki/Q24228667
Q24263292,Fritz Senft,Fritz,Senft,11876456X,Mensch,1922-05-11,1997-04-23,https://de.wikipedia.org/wiki/Fritz_Senft,True,https://www.wikidata.org/wiki/Q24263292
Q2435981,Tinu Heiniger,Tinu,Heiniger,134401921,Mensch,1946-01-01,,https://de.wikipedia.org/wiki/Tinu_Heiniger,True,https://www.wikidata.org/wiki/Q2435981
Q24514491,Adolf Vögtlin,Adolf,Vögtlin,117448877,Mensch,1861-02-25,1947-04-07,https://de.wikipedia.org/wiki/Adolf_V%C3%B6gtlin,True,https://www.wikidata.org/wiki/Q24514491
Q2473612,Ueli Mäder,Ueli,Mäder,121117170,Mensch,1951-05-18,,https://de.wikipedia.org/wiki/Ueli_M%C3%A4der,True,https://www.wikidata.org/wiki/Q2473612
Q2500685,Uri Kaufmann,Uri,Kaufmann,124891314,Mensch,1957-07-03,,https://de.wikipedia.org/wiki/Uri_Kaufmann,True,https://www.wikidata.org/wiki/Q2500685
Q2508499,Valentin Trentin,Valentin,Trentin,1065266227,Mensch,1948-10-01,,https://de.wikipedia.org/wiki/Valentin_Trentin,True,https://www.wikidata.org/wiki/Q2508499
Q2544954,Walter Jonas,Walter,Jonas,118558242,Mensch,1910-03-27,1979-06-12,https://de.wikipedia.org/wiki/Walter_Jonas,True,https://www.wikidata.org/wiki/Q2544954
Q2546759,Walter Widmer,Walter,Widmer,117342742,Mensch,1903-04-03,1965-06-18,https://de.wikipedia.org/wiki/Walter_Widmer,True,https://www.wikidata.org/wiki/Q2546759
Q2546883,Walter Zschokke,Walter,Zschokke,121280632,Mensch,1948-01-17,2009-02-05,https://de.wikipedia.org/wiki/Walter_Zschokke,True,https://www.wikidata.org/wiki/Q2546883
Q2547333,Walther Merz,Walther,Merz,116913150,Mensch,1868-06-06,1938-02-24,https://de.wikipedia.org/wiki/Walther_Merz,True,https://www.wikidata.org/wiki/Q2547333
Q2547519,Walther Zimmerli,Walther,Zimmerli,118636901,Mensch,1907-01-20,1983-12-04,https://de.wikipedia.org/wiki/Walther_Zimmerli,True,https://www.wikidata.org/wiki/Q2547519
Q26205873,Werner Morlang,Werner,,123190827,Mensch,1949-05-19,2015-11-18,https://de.wikipedia.org/wiki/Werner_Morlang,True,https://www.wikidata.org/wiki/Q26205873
Q26384579,Christoph Croisé,Christoph,Croisé,1149861835,Mensch,1993-12-03,,https://de.wikipedia.org/wiki/Christoph_Crois%C3%A9,True,https://www.wikidata.org/wiki/Q26384579
Q2639940,Albrecht Rengger,Albrecht,Rengger,116438363,Mensch,1764-01-01,1835-12-23,https://de.wikipedia.org/wiki/Albrecht_Rengger,True,https://www.wikidata.org/wiki/Q2639940
Q2644764,Alfred Bruggmann,Alfred,Bruggmann,1029619840,Mensch,1896-10-06,1958-06-08,https://de.wikipedia.org/wiki/Alfred_Bruggmann_(Redakteur),True,https://www.wikidata.org/wiki/Q2644764
Q2645393,Alfred Leonz Gassmann,Leonz,Gassmann,134845412,Mensch,1876-12-31,1962-08-08,https://de.wikipedia.org/wiki/Alfred_Leonz_Gassmann,True,https://www.wikidata.org/wiki/Q2645393
Q2653121,Anna Felder,Anna,Felder,119389614,Mensch,1937-12-30,2023-11-15,https://de.wikipedia.org/wiki/Anna_Felder,True,https://www.wikidata.org/wiki/Q2653121
Q26950657,Emidio Campi,Emidio,Campi,13247025X,Mensch,1943-09-30,,https://de.wikipedia.org/wiki/Emidio_Campi,True,https://www.wikidata.org/wiki/Q26950657
Q27044211,Leech,,,,Musikgruppe,,,https://de.wikipedia.org/wiki/Leech_(Band),True,https://www.wikidata.org/wiki/Q27044211
Q27050630,Lovis Cassaris,Lovis,,1088591221,Mensch,1983-07-17,,,False,https://www.wikidata.org/wiki/Q27050630
Q2711931,Hans Hemmeler,Hans,Hemmeler,1050161955,Mensch,1915-08-19,2009-06-06,https://de.wikipedia.org/wiki/Hans_Hemmeler,True,https://www.wikidata.org/wiki/Q2711931
Q27332262,Adrian Schiess,Adrian,,118607510,Mensch,1959-08-03,,https://de.wikipedia.org/wiki/Adrian_Schiess,True,https://www.wikidata.org/wiki/Q27332262
Q28006948,Sonja Huber,Sonja,Huber,1025604709,Mensch,1982-11-10,,https://de.wikipedia.org/wiki/Sonja_Huber,True,https://www.wikidata.org/wiki/Q28006948
Q28044588,Verena Baumer-Müller,Verena,Baumer,1157324916,Mensch,1935-01-01,,,False,https://www.wikidata.org/wiki/Q28044588
Q2805601,Verena Hoehne,Verena,Hoehne,12100256X,Mensch,1945-01-14,2012-01-25,https://de.wikipedia.org/wiki/Verena_Hoehne,True,https://www.wikidata.org/wiki/Q2805601
Q28331261,Albert Marti-Wildi,Albert,Marti,1146060378,Mensch,1931-05-30,2016-12-31,,False,https://www.wikidata.org/wiki/Q28331261
Q28530767,Raphael Zehnder,Raphael,Zehnder,111931401,Mensch,1963-05-13,,https://de.wikipedia.org/wiki/Raphael_Zehnder,True,https://www.wikidata.org/wiki/Q28530767
Q28846101,Regula Dettwiler,Regula,Dettwiler,121931722,Mensch,1966-03-16,,,False,https://www.wikidata.org/wiki/Q28846101
Q29598193,Noëmi Lerch,Noëmi,Lerch,1081159936,Mensch,1987-01-01,,https://de.wikipedia.org/wiki/No%C3%ABmi_Lerch,True,https://www.wikidata.org/wiki/Q29598193
Q2978580,Claudius Weber,Claudius,Weber,1035063433,Mensch,1966-11-25,,,False,https://www.wikidata.org/wiki/Q2978580
Q30076999,Alex Sadkowsky,Alex,,118819356,Mensch,1934-01-16,2025-02-08,https://de.wikipedia.org/wiki/Alex_Sadkowsky,True,https://www.wikidata.org/wiki/Q30076999
Q33126359,The Great Harry Hillman,,,1081552816,Musikgruppe,,,https://de.wikipedia.org/wiki/The_Great_Harry_Hillman,True,https://www.wikidata.org/wiki/Q33126359
Q3423703,Regula Frei-Stolba,Regula,Štolba,143633171,Mensch,1940-03-29,,https://de.wikipedia.org/wiki/Regula_Frei-Stolba,True,https://www.wikidata.org/wiki/Q3423703
Q359915,Peter Mieg,Peter,Mieg,118582259,Mensch,1906-09-05,1990-12-07,https://de.wikipedia.org/wiki/Peter_Mieg,True,https://www.wikidata.org/wiki/Q359915
Q362006,Adolf Haller,Adolf,Haller,118701029,Mensch,1897-10-15,1970-09-21,https://de.wikipedia.org/wiki/Adolf_Haller,True,https://www.wikidata.org/wiki/Q362006
Q363631,Adolf Reinle,Adolf,Reinle,118744313,Mensch,1920-07-09,2006-06-17,https://de.wikipedia.org/wiki/Adolf_Reinle,True,https://www.wikidata.org/wiki/Q363631
Q364503,Adolf Welti,Gustav,Welti,127304754,Mensch,1876-10-16,1951-09-16,https://de.wikipedia.org/wiki/Adolf_Welti,True,https://www.wikidata.org/wiki/Q364503
Q374290,Adrian Stern,Adrian,Stern,1177098806,Mensch,1975-03-22,,https://de.wikipedia.org/wiki/Adrian_Stern,True,https://www.wikidata.org/wiki/Q374290
Q38178486,Margret Bürgisser,Margret,Bürgisser,122606612,Mensch,1946-01-01,,https://de.wikipedia.org/wiki/Margret_B%C3%BCrgisser,True,https://www.wikidata.org/wiki/Q38178486
Q41791839,Mathias Braschler,Mathias,,122166841,Mensch,1969-10-31,,,False,https://www.wikidata.org/wiki/Q41791839
Q42327039,Emil Maurer,Emil,Maurer,122759249,Mensch,1917-01-01,2011-01-14,https://de.wikipedia.org/wiki/Emil_Maurer,True,https://www.wikidata.org/wiki/Q42327039
Q43379994,Christoph Doswald,Christoph,,188451110,Mensch,1961-01-01,,https://de.wikipedia.org/wiki/Christoph_Doswald,True,https://www.wikidata.org/wiki/Q43379994
Q43389226,Simone Lappert,Simone,Lappert,1043193871,Mensch,1985-01-01,,https://de.wikipedia.org/wiki/Simone_Lappert,True,https://www.wikidata.org/wiki/Q43389226
Q458494,Eva Aeppli,Eva,Aeppli,119173670,Mensch,1925-05-02,2015-05-04,https://de.wikipedia.org/wiki/Eva_Aeppli,True,https://www.wikidata.org/wiki/Q458494
Q47519679,Fritz Huser,Fritz,Huser,137600550,Mensch,1952-06-15,,https://de.wikipedia.org/wiki/Fritz_Huser,True,https://www.wikidata.org/wiki/Q47519679
Q48976162,Sibylle Ehrismann,Sibylle,Ehrismann,110526864,Mensch,1962-01-01,,https://de.wikipedia.org/wiki/Sibylle_Ehrismann,True,https://www.wikidata.org/wiki/Q48976162
Q49437461,Markus Kägi,Markus,Kägi,1048759938,Mensch,1955-03-06,1990-11-04,,False,https://www.wikidata.org/wiki/Q49437461
Q49505752,Eva Wipf,Eva,Wipf,118769472,Mensch,1929-05-23,1978-07-29,https://de.wikipedia.org/wiki/Eva_Wipf,True,https://www.wikidata.org/wiki/Q49505752
Q497387,Andreas Gautschi,Andreas,Gautschi,12038471X,Mensch,1956-01-01,,https://de.wikipedia.org/wiki/Andreas_Gautschi,True,https://www.wikidata.org/wiki/Q497387
Q499750,Andreas Neeser,Andreas,Neeser,115390898,Mensch,1964-01-25,,https://de.wikipedia.org/wiki/Andreas_Neeser,True,https://www.wikidata.org/wiki/Q499750
Q500085,Andreas Pritzker,Andreas,Pritzker,112163408,Mensch,1945-12-04,,https://de.wikipedia.org/wiki/Andreas_Pritzker,True,https://www.wikidata.org/wiki/Q500085
Q501033,Andreas Urs Sommer,Urs,Sommer,122340604,Mensch,1972-07-14,,https://de.wikipedia.org/wiki/Andreas_Urs_Sommer,True,https://www.wikidata.org/wiki/Q501033
Q50316374,Hanns Schmid,Hanns,Schmid,1036328090,Mensch,1958-05-26,,https://de.wikipedia.org/wiki/Hanns_Schmid_(Grafiker),True,https://www.wikidata.org/wiki/Q50316374
